Int_LAO_sun,Int_optimized,two_theta_LAO_sub,two_theta_optimized
14505,19120,47.62,47.62
15739,21064,47.622,47.622
16997,22241,47.624,47.624
17939,24262,47.626,47.626
18899,26031,47.628,47.628
19760,28251,47.63,47.63
20912,29374,47.632,47.632
22305,30911,47.634,47.634
23874,32550,47.636,47.636
25277,33788,47.638,47.638
26547,35789,47.64,47.64
28144,37236,47.642,47.642
30510,39011,47.644,47.644
32801,40464,47.646,47.646
34960,42534,47.648,47.648
36373,44049,47.65,47.65
38888,45897,47.652,47.652
40871,47290,47.654,47.654
43241,48839,47.656,47.656
44320,50427,47.658,47.658
45403,52719,47.66,47.66
46869,54217,47.662,47.662
47432,55708,47.664,47.664
48117,57711,47.666,47.666
48327,59535,47.668,47.668
48401,61810,47.67,47.67
47989,64801,47.672,47.672
47082,66850,47.674,47.674
45093,69505,47.676,47.676
44668,72763,47.678,47.678
43810,75962,47.68,47.68
42202,79573,47.682,47.682
41274,82520,47.684,47.684
40092,86757,47.686,47.686
39361,90093,47.688,47.688
38522,93184,47.69,47.69
38163,96836,47.692,47.692
36790,98001,47.694,47.694
35852,100594,47.696,47.696
35140,100474,47.698,47.698
34731,100812,47.7,47.7
33794,100596,47.702,47.702
32867,98816,47.704,47.704
31692,96785,47.706,47.706
30918,95155,47.708,47.708
29980,92848,47.71,47.71
29533,91812,47.712,47.712
28530,90673,47.714,47.714
27996,89990,47.716,47.716
27857,89028,47.718,47.718
27827,87583,47.72,47.72
27359,87063,47.722,47.722
27368,86220,47.724,47.724
27259,85306,47.726,47.726
26957,83460,47.728,47.728
26334,81590,47.73,47.73
26263,79491,47.732,47.732
26193,76667,47.734,47.734
25368,73962,47.736,47.736
25273,70802,47.738,47.738
24889,67790,47.74,47.74
24146,64101,47.742,47.742
23602,61715,47.744,47.744
23014,59494,47.746,47.746
22280,56791,47.748,47.748
21587,54120,47.75,47.75
20623,51849,47.752,47.752
19968,50690,47.754,47.754
18797,49224,47.756,47.756
17950,47291,47.758,47.758
17252,45432,47.76,47.76
16144,44641,47.762,47.762
15101,42607,47.764,47.764
14261,40761,47.766,47.766
13020,38603,47.768,47.768
12297,36180,47.77,47.77
11430,33232,47.772,47.772
10567,30621,47.774,47.774
9786,27543,47.776,47.776
9179,24301,47.778,47.778
8420,21733,47.78,47.78
7687,19232,47.782,47.782
7237,17435,47.784,47.784
6737,15305,47.786,47.786
6207,13824,47.788,47.788
5801,12527,47.79,47.79
5502,11470,47.792,47.792
4993,10423,47.794,47.794
4586,9447,47.796,47.796
4444,8847,47.798,47.798
4054,8208,47.8,47.8
3937,7715,47.802,47.802
3751,7085,47.804,47.804
3497,6948,47.806,47.806
3336,6405,47.808,47.808
3083,5887,47.81,47.81
2982,5470,47.812,47.812
2874,5290,47.814,47.814
2777,4835,47.816,47.816
2627,4394,47.818,47.818
2516,3983,47.82,47.82
2471,3658,47.822,47.822
2365,3379,47.824,47.824
2243,3176,47.826,47.826
2220,2871,47.828,47.828
2121,2598,47.83,47.83
2070,2349,47.832,47.832
1995,2247,47.834,47.834
1932,2165,47.836,47.836
1848,2040,47.838,47.838
1780,1863,47.84,47.84
1714,1823,47.842,47.842
1789,1733,47.844,47.844
1647,1637,47.846,47.846
1591,1617,47.848,47.848
1599,1472,47.85,47.85
1511,1436,47.852,47.852
1392,1329,47.854,47.854
1447,1337,47.856,47.856
1372,1226,47.858,47.858
1387,1164,47.86,47.86
1312,1202,47.862,47.862
1293,1136,47.864,47.864
1252,1056,47.866,47.866
1192,1007,47.868,47.868
1150,1008,47.87,47.87
1124,901,47.872,47.872
1078,896,47.874,47.874
1079,894,47.876,47.876
1045,907,47.878,47.878
1046,877,47.88,47.88
955,788,47.882,47.882
984,776,47.884,47.884
882,788,47.886,47.886
816,745,47.888,47.888
847,729,47.89,47.89
804,719,47.892,47.892
726,678,47.894,47.894
686,670,47.896,47.896
680,634,47.898,47.898
643,624,47.9,47.9
628,548,47.902,47.902
584,589,47.904,47.904
548,559,47.906,47.906
465,534,47.908,47.908
460,488,47.91,47.91
434,486,47.912,47.912
416,471,47.914,47.914
377,492,47.916,47.916
337,432,47.918,47.918
319,423,47.92,47.92
309,408,47.922,47.922
310,407,47.924,47.924
266,372,47.926,47.926
298,335,47.928,47.928
277,344,47.93,47.93
240,364,47.932,47.932
233,357,47.934,47.934
210,351,47.936,47.936
195,285,47.938,47.938
172,272,47.94,47.94
184,294,47.942,47.942
179,240,47.944,47.944
161,239,47.946,47.946
168,261,47.948,47.948
133,210,47.95,47.95
142,231,47.952,47.952
145,228,47.954,47.954
131,221,47.956,47.956
127,211,47.958,47.958
102,219,47.96,47.96
104,196,47.962,47.962
116,183,47.964,47.964
99,185,47.966,47.966
88,148,47.968,47.968
100,170,47.97,47.97
104,149,47.972,47.972
96,118,47.974,47.974
96,116,47.976,47.976
84,133,47.978,47.978
87,117,47.98,47.98
84,117,47.982,47.982
79,98,47.984,47.984
71,94,47.986,47.986
81,92,47.988,47.988
79,94,47.99,47.99
62,100,47.992,47.992
71,69,47.994,47.994
64,83,47.996,47.996
63,68,47.998,47.998
66,64,48,48
67,62,48.002,48.002
55,54,48.004,48.004
65,47,48.006,48.006
66,52,48.008,48.008
51,45,48.01,48.01
33,48,48.012,48.012
57,50,48.014,48.014
70,48,48.016,48.016
43,33,48.018,48.018
57,33,48.02,48.02
66,47,48.022,48.022
50,34,48.024,48.024
58,37,48.026,48.026
63,40,48.028,48.028
44,40,48.03,48.03
41,36,48.032,48.032
48,31,48.034,48.034
46,28,48.036,48.036
37,32,48.038,48.038
39,30,48.04,48.04
36,35,48.042,48.042
38,27,48.044,48.044
37,18,48.046,48.046
40,28,48.048,48.048
43,25,48.05,48.05
40,29,48.052,48.052
41,28,48.054,48.054
46,21,48.056,48.056
38,34,48.058,48.058
37,41,48.06,48.06
44,39,48.062,48.062
39,30,48.064,48.064
40,22,48.066,48.066
47,31,48.068,48.068
35,25,48.07,48.07
36,30,48.072,48.072
47,24,48.074,48.074
39,23,48.076,48.076
24,25,48.078,48.078
32,20,48.08,48.08
32,25,48.082,48.082
27,26,48.084,48.084
45,22,48.086,48.086
23,29,48.088,48.088
35,23,48.09,48.09
27,22,48.092,48.092
24,21,48.094,48.094
19,17,48.096,48.096
37,23,48.098,48.098
28,27,48.1,48.1
23,28,48.102,48.102
24,20,48.104,48.104
27,29,48.106,48.106
28,18,48.108,48.108
28,23,48.11,48.11
26,12,48.112,48.112
23,19,48.114,48.114
24,18,48.116,48.116
21,15,48.118,48.118
13,11,48.12,48.12
25,19,48.122,48.122
19,19,48.124,48.124
21,18,48.126,48.126
20,16,48.128,48.128
16,15,48.13,48.13
21,15,48.132,48.132
18,17,48.134,48.134
15,21,48.136,48.136
25,20,48.138,48.138
22,13,48.14,48.14
21,11,48.142,48.142
16,8,48.144,48.144
18,23,48.146,48.146
13,11,48.148,48.148
17,14,48.15,48.15
15,20,48.152,48.152
18,15,48.154,48.154
24,9,48.156,48.156
15,9,48.158,48.158
8,7,48.16,48.16
15,6,48.162,48.162
11,8,48.164,48.164
20,10,48.166,48.166
19,9,48.168,48.168
17,8,48.17,48.17
20,9,48.172,48.172
13,7,48.174,48.174
12,7,48.176,48.176
18,5,48.178,48.178
19,10,48.18,48.18
15,8,48.182,48.182
13,6,48.184,48.184
19,5,48.186,48.186
14,4,48.188,48.188
20,6,48.19,48.19
14,10,48.192,48.192
18,5,48.194,48.194
9,3,48.196,48.196
15,6,48.198,48.198
15,8,48.2,48.2
20,7,48.202,48.202
26,5,48.204,48.204
8,7,48.206,48.206
14,5,48.208,48.208
22,7,48.21,48.21
14,10,48.212,48.212
13,4,48.214,48.214
15,4,48.216,48.216
10,7,48.218,48.218
16,9,48.22,48.22
8,12,48.222,48.222
16,1,48.224,48.224
14,7,48.226,48.226
13,7,48.228,48.228
6,4,48.23,48.23
10,2,48.232,48.232
14,4,48.234,48.234
15,2,48.236,48.236
11,3,48.238,48.238
16,6,48.24,48.24
15,5,48.242,48.242
10,2,48.244,48.244
12,6,48.246,48.246
21,4,48.248,48.248
16,5,48.25,48.25
9,6,48.252,48.252
7,1,48.254,48.254
11,8,48.256,48.256
17,2,48.258,48.258
7,5,48.26,48.26
13,4,48.262,48.262
7,4,48.264,48.264
9,4,48.266,48.266
6,4,48.268,48.268
12,4,48.27,48.27
8,4,48.272,48.272
13,7,48.274,48.274
11,7,48.276,48.276
6,4,48.278,48.278
12,6,48.28,48.28
14,3,48.282,48.282
7,4,48.284,48.284
5,5,48.286,48.286
11,6,48.288,48.288
16,4,48.29,48.29
7,3,48.292,48.292
9,4,48.294,48.294
9,5,48.296,48.296
24,6,48.298,48.298
12,7,48.3,48.3
7,3,48.302,48.302
10,8,48.304,48.304
10,4,48.306,48.306
8,7,48.308,48.308
3,4,48.31,48.31
9,6,48.312,48.312
7,7,48.314,48.314
5,7,48.316,48.316
7,6,48.318,48.318
7,3,48.32,48.32
9,5,48.322,48.322
7,2,48.324,48.324
6,11,48.326,48.326
5,9,48.328,48.328
9,7,48.33,48.33
9,10,48.332,48.332
16,9,48.334,48.334
8,8,48.336,48.336
10,15,48.338,48.338
14,5,48.34,48.34
13,18,48.342,48.342
4,7,48.344,48.344
5,11,48.346,48.346
13,10,48.348,48.348
11,9,48.35,48.35
8,11,48.352,48.352
10,13,48.354,48.354
9,15,48.356,48.356
5,11,48.358,48.358
9,15,48.36,48.36
5,18,48.362,48.362
8,12,48.364,48.364
7,15,48.366,48.366
7,13,48.368,48.368
6,13,48.37,48.37
7,22,48.372,48.372
10,15,48.374,48.374
7,11,48.376,48.376
9,20,48.378,48.378
5,13,48.38,48.38
5,18,48.382,48.382
12,23,48.384,48.384
5,20,48.386,48.386
6,21,48.388,48.388
4,21,48.39,48.39
3,23,48.392,48.392
8,26,48.394,48.394
6,28,48.396,48.396
8,27,48.398,48.398
7,24,48.4,48.4
7,28,48.402,48.402
4,27,48.404,48.404
7,21,48.406,48.406
4,35,48.408,48.408
9,24,48.41,48.41
5,25,48.412,48.412
4,23,48.414,48.414
7,25,48.416,48.416
7,23,48.418,48.418
6,24,48.42,48.42
4,27,48.422,48.422
8,23,48.424,48.424
12,25,48.426,48.426
4,34,48.428,48.428
6,27,48.43,48.43
5,22,48.432,48.432
3,30,48.434,48.434
8,29,48.436,48.436
7,32,48.438,48.438
5,33,48.44,48.44
4,30,48.442,48.442
0,24,48.444,48.444
5,28,48.446,48.446
6,42,48.448,48.448
9,27,48.45,48.45
7,30,48.452,48.452
9,24,48.454,48.454
5,24,48.456,48.456
6,27,48.458,48.458
5,37,48.46,48.46
3,28,48.462,48.462
5,46,48.464,48.464
4,31,48.466,48.466
2,28,48.468,48.468
9,27,48.47,48.47
3,29,48.472,48.472
8,30,48.474,48.474
8,21,48.476,48.476
6,28,48.478,48.478
4,36,48.48,48.48
3,27,48.482,48.482
7,33,48.484,48.484
8,23,48.486,48.486
6,28,48.488,48.488
5,26,48.49,48.49
9,23,48.492,48.492
7,13,48.494,48.494
1,26,48.496,48.496
5,26,48.498,48.498
5,18,48.5,48.5
8,20,48.502,48.502
5,22,48.504,48.504
7,22,48.506,48.506
6,15,48.508,48.508
3,25,48.51,48.51
7,31,48.512,48.512
5,19,48.514,48.514
3,27,48.516,48.516
3,23,48.518,48.518
2,18,48.52,48.52
4,10,48.522,48.522
3,22,48.524,48.524
5,17,48.526,48.526
3,22,48.528,48.528
3,20,48.53,48.53
10,18,48.532,48.532
4,15,48.534,48.534
6,17,48.536,48.536
8,21,48.538,48.538
1,23,48.54,48.54
2,16,48.542,48.542
4,15,48.544,48.544
6,19,48.546,48.546
10,15,48.548,48.548
6,10,48.55,48.55
7,13,48.552,48.552
3,18,48.554,48.554
10,12,48.556,48.556
4,18,48.558,48.558
6,7,48.56,48.56
1,19,48.562,48.562
4,14,48.564,48.564
9,17,48.566,48.566
4,21,48.568,48.568
2,22,48.57,48.57
4,12,48.572,48.572
4,16,48.574,48.574
6,20,48.576,48.576
8,21,48.578,48.578
3,11,48.58,48.58
10,10,48.582,48.582
9,18,48.584,48.584
5,15,48.586,48.586
2,15,48.588,48.588
5,15,48.59,48.59
6,17,48.592,48.592
4,9,48.594,48.594
3,18,48.596,48.596
3,15,48.598,48.598
5,21,48.6,48.6
4,20,48.602,48.602
2,17,48.604,48.604
2,18,48.606,48.606
3,18,48.608,48.608
5,19,48.61,48.61
3,17,48.612,48.612
1,16,48.614,48.614
8,15,48.616,48.616
3,21,48.618,48.618
5,16,48.62,48.62
5,23,48.622,48.622
5,13,48.624,48.624
4,27,48.626,48.626
4,19,48.628,48.628
6,21,48.63,48.63
3,11,48.632,48.632
5,19,48.634,48.634
4,16,48.636,48.636
3,16,48.638,48.638
2,22,48.64,48.64
3,29,48.642,48.642
7,22,48.644,48.644
4,30,48.646,48.646
1,21,48.648,48.648
5,23,48.65,48.65
6,29,48.652,48.652
8,32,48.654,48.654
2,32,48.656,48.656
2,18,48.658,48.658
6,28,48.66,48.66
2,24,48.662,48.662
2,19,48.664,48.664
5,20,48.666,48.666
4,24,48.668,48.668
5,18,48.67,48.67
6,21,48.672,48.672
2,12,48.674,48.674
3,37,48.676,48.676
5,32,48.678,48.678
1,26,48.68,48.68
3,23,48.682,48.682
8,16,48.684,48.684
6,23,48.686,48.686
4,21,48.688,48.688
3,20,48.69,48.69
2,26,48.692,48.692
2,25,48.694,48.694
3,21,48.696,48.696
5,21,48.698,48.698
3,18,48.7,48.7
3,32,48.702,48.702
3,18,48.704,48.704
3,24,48.706,48.706
9,21,48.708,48.708
9,16,48.71,48.71
7,19,48.712,48.712
3,29,48.714,48.714
4,23,48.716,48.716
10,22,48.718,48.718
5,25,48.72,48.72
3,18,48.722,48.722
4,16,48.724,48.724
1,24,48.726,48.726
5,17,48.728,48.728
1,22,48.73,48.73
6,12,48.732,48.732
5,14,48.734,48.734
6,19,48.736,48.736
3,12,48.738,48.738
4,23,48.74,48.74
4,19,48.742,48.742
1,13,48.744,48.744
6,19,48.746,48.746
2,11,48.748,48.748
8,14,48.75,48.75
3,9,48.752,48.752
6,12,48.754,48.754
3,5,48.756,48.756
7,12,48.758,48.758
8,7,48.76,48.76
5,15,48.762,48.762
1,14,48.764,48.764
7,13,48.766,48.766
2,4,48.768,48.768
5,6,48.77,48.77
6,3,48.772,48.772
2,13,48.774,48.774
2,12,48.776,48.776
3,9,48.778,48.778
5,9,48.78,48.78
2,4,48.782,48.782
0,13,48.784,48.784
3,7,48.786,48.786
7,7,48.788,48.788
2,2,48.79,48.79
5,8,48.792,48.792
2,4,48.794,48.794
4,12,48.796,48.796
4,9,48.798,48.798
6,8,48.8,48.8
3,8,48.802,48.802
3,6,48.804,48.804
4,5,48.806,48.806
4,4,48.808,48.808
4,6,48.81,48.81
3,9,48.812,48.812
2,4,48.814,48.814
5,7,48.816,48.816
2,6,48.818,48.818
1,8,48.82,48.82
2,6,48.822,48.822
4,3,48.824,48.824
5,12,48.826,48.826
5,4,48.828,48.828
5,3,48.83,48.83
2,4,48.832,48.832
4,8,48.834,48.834
3,8,48.836,48.836
3,6,48.838,48.838
1,9,48.84,48.84
3,8,48.842,48.842
1,9,48.844,48.844
3,10,48.846,48.846
0,4,48.848,48.848
7,6,48.85,48.85
1,10,48.852,48.852
6,10,48.854,48.854
4,7,48.856,48.856
4,2,48.858,48.858
4,10,48.86,48.86
5,9,48.862,48.862
2,6,48.864,48.864
1,4,48.866,48.866
3,8,48.868,48.868
4,7,48.87,48.87
3,4,48.872,48.872
4,9,48.874,48.874
3,5,48.876,48.876
6,9,48.878,48.878
3,7,48.88,48.88
2,9,48.882,48.882
1,6,48.884,48.884
1,5,48.886,48.886
1,5,48.888,48.888
0,6,48.89,48.89
2,12,48.892,48.892
2,10,48.894,48.894
2,7,48.896,48.896
2,6,48.898,48.898
0,17,48.9,48.9
3,5,48.902,48.902
1,12,48.904,48.904
4,7,48.906,48.906
2,6,48.908,48.908
2,5,48.91,48.91
3,6,48.912,48.912
3,7,48.914,48.914
1,3,48.916,48.916
2,7,48.918,48.918
2,10,48.92,48.92
2,6,48.922,48.922
1,7,48.924,48.924
4,7,48.926,48.926
2,11,48.928,48.928
4,8,48.93,48.93
1,7,48.932,48.932
0,4,48.934,48.934
5,8,48.936,48.936
4,4,48.938,48.938
4,6,48.94,48.94
1,9,48.942,48.942
0,6,48.944,48.944
1,6,48.946,48.946
4,7,48.948,48.948
4,4,48.95,48.95
0,7,48.952,48.952
2,3,48.954,48.954
1,3,48.956,48.956
1,4,48.958,48.958
3,6,48.96,48.96
2,9,48.962,48.962
5,5,48.964,48.964
3,9,48.966,48.966
4,7,48.968,48.968
0,5,48.97,48.97
1,6,48.972,48.972
4,2,48.974,48.974
3,6,48.976,48.976
3,6,48.978,48.978
1,2,48.98,48.98
3,5,48.982,48.982
3,2,48.984,48.984
3,6,48.986,48.986
2,4,48.988,48.988
1,4,48.99,48.99
2,3,48.992,48.992
1,8,48.994,48.994
1,4,48.996,48.996
0,1,48.998,48.998
2,4,49,49
3,6,49.002,49.002
5,1,49.004,49.004
1,4,49.006,49.006
2,3,49.008,49.008
3,2,49.01,49.01
3,3,49.012,49.012
2,2,49.014,49.014
2,1,49.016,49.016
4,2,49.018,49.018
3,1,49.02,49.02
4,3,49.022,49.022
2,1,49.024,49.024
2,2,49.026,49.026
3,3,49.028,49.028
0,2,49.03,49.03
3,2,49.032,49.032
3,1,49.034,49.034
1,6,49.036,49.036
3,3,49.038,49.038
3,5,49.04,49.04
3,3,49.042,49.042
2,2,49.044,49.044
1,5,49.046,49.046
2,2,49.048,49.048
2,4,49.05,49.05
2,3,49.052,49.052
1,1,49.054,49.054
3,2,49.056,49.056
2,4,49.058,49.058
2,4,49.06,49.06
4,2,49.062,49.062
4,4,49.064,49.064
1,2,49.066,49.066
2,4,49.068,49.068
2,5,49.07,49.07
3,1,49.072,49.072
4,4,49.074,49.074
2,1,49.076,49.076
2,3,49.078,49.078
3,3,49.08,49.08
1,4,49.082,49.082
4,5,49.084,49.084
3,5,49.086,49.086
3,1,49.088,49.088
0,1,49.09,49.09
1,1,49.092,49.092
1,3,49.094,49.094
0,4,49.096,49.096
2,3,49.098,49.098
1,4,49.1,49.1
3,3,49.102,49.102
2,8,49.104,49.104
2,3,49.106,49.106
5,0,49.108,49.108
2,5,49.11,49.11
2,3,49.112,49.112
4,5,49.114,49.114
1,2,49.116,49.116
3,5,49.118,49.118
4,1,49.12,49.12
1,1,49.122,49.122
2,4,49.124,49.124
4,4,49.126,49.126
2,3,49.128,49.128
1,1,49.13,49.13
2,0,49.132,49.132
2,4,49.134,49.134
0,2,49.136,49.136
1,4,49.138,49.138
3,2,49.14,49.14
2,5,49.142,49.142
3,2,49.144,49.144
2,2,49.146,49.146
2,1,49.148,49.148
4,2,49.15,49.15
0,5,49.152,49.152
5,1,49.154,49.154
1,0,49.156,49.156
1,3,49.158,49.158
1,4,49.16,49.16
3,1,49.162,49.162
1,3,49.164,49.164
0,1,49.166,49.166
0,1,49.168,49.168
2,0,49.17,49.17
2,4,49.172,49.172
2,2,49.174,49.174
0,5,49.176,49.176
2,1,49.178,49.178
1,2,49.18,49.18
0,4,49.182,49.182
2,0,49.184,49.184
1,2,49.186,49.186
2,2,49.188,49.188
2,2,49.19,49.19
1,0,49.192,49.192
1,1,49.194,49.194
3,3,49.196,49.196
2,1,49.198,49.198
1,3,49.2,49.2
2,0,49.202,49.202
1,4,49.204,49.204
1,2,49.206,49.206
1,2,49.208,49.208
5,2,49.21,49.21
1,2,49.212,49.212
1,0,49.214,49.214
0,1,49.216,49.216
1,2,49.218,49.218
3,1,49.22,49.22
2,1,49.222,49.222
0,2,49.224,49.224
3,1,49.226,49.226
0,3,49.228,49.228
2,1,49.23,49.23
3,1,49.232,49.232
2,0,49.234,49.234
2,1,49.236,49.236
1,3,49.238,49.238
3,3,49.24,49.24
0,0,49.242,49.242
2,1,49.244,49.244
2,2,49.246,49.246
3,2,49.248,49.248
0,1,49.25,49.25
1,2,49.252,49.252
0,2,49.254,49.254
0,2,49.256,49.256
1,3,49.258,49.258
2,0,49.26,49.26
4,2,49.262,49.262
0,1,49.264,49.264
5,4,49.266,49.266
2,2,49.268,49.268
5,2,49.27,49.27
0,2,49.272,49.272
0,5,49.274,49.274
0,1,49.276,49.276
0,2,49.278,49.278
1,3,49.28,49.28
0,7,49.282,49.282
0,6,49.284,49.284
2,3,49.286,49.286
3,3,49.288,49.288
5,6,49.29,49.29
0,2,49.292,49.292
0,4,49.294,49.294
1,5,49.296,49.296
1,5,49.298,49.298
1,2,49.3,49.3
0,1,49.302,49.302
2,0,49.304,49.304
1,1,49.306,49.306
3,1,49.308,49.308
1,4,49.31,49.31
0,1,49.312,49.312
2,1,49.314,49.314
3,0,49.316,49.316
1,3,49.318,49.318
1,2,49.32,49.32
1,3,49.322,49.322
2,2,49.324,49.324
2,2,49.326,49.326
2,3,49.328,49.328
1,5,49.33,49.33
3,3,49.332,49.332
1,3,49.334,49.334
1,1,49.336,49.336
2,0,49.338,49.338
0,2,49.34,49.34
1,1,49.342,49.342
0,6,49.344,49.344
4,3,49.346,49.346
4,5,49.348,49.348
2,3,49.35,49.35
0,1,49.352,49.352
2,1,49.354,49.354
1,0,49.356,49.356
0,4,49.358,49.358
0,2,49.36,49.36
2,0,49.362,49.362
1,3,49.364,49.364
2,1,49.366,49.366
1,3,49.368,49.368
4,3,49.37,49.37
2,5,49.372,49.372
0,2,49.374,49.374
0,2,49.376,49.376
3,2,49.378,49.378
3,1,49.38,49.38
1,4,49.382,49.382
1,2,49.384,49.384
2,4,49.386,49.386
1,4,49.388,49.388
1,3,49.39,49.39
4,0,49.392,49.392
0,1,49.394,49.394
2,2,49.396,49.396
5,2,49.398,49.398
3,3,49.4,49.4
1,3,49.402,49.402
1,1,49.404,49.404
1,1,49.406,49.406
2,2,49.408,49.408
1,1,49.41,49.41
0,1,49.412,49.412
2,2,49.414,49.414
2,2,49.416,49.416
3,1,49.418,49.418
3,1,49.42,49.42
0,3,49.422,49.422
1,3,49.424,49.424
0,3,49.426,49.426
2,1,49.428,49.428
0,3,49.43,49.43
2,3,49.432,49.432
1,4,49.434,49.434
1,1,49.436,49.436
3,4,49.438,49.438
4,2,49.44,49.44
2,4,49.442,49.442
2,1,49.444,49.444
0,2,49.446,49.446
2,3,49.448,49.448
0,5,49.45,49.45
0,3,49.452,49.452
0,2,49.454,49.454
0,6,49.456,49.456
2,4,49.458,49.458
3,5,49.46,49.46
0,2,49.462,49.462
1,3,49.464,49.464
1,6,49.466,49.466
0,4,49.468,49.468
3,3,49.47,49.47
2,4,49.472,49.472
0,3,49.474,49.474
0,2,49.476,49.476
0,4,49.478,49.478
1,1,49.48,49.48
2,3,49.482,49.482
1,4,49.484,49.484
1,5,49.486,49.486
3,6,49.488,49.488
1,2,49.49,49.49
0,2,49.492,49.492
1,4,49.494,49.494
1,1,49.496,49.496
1,1,49.498,49.498
3,7,49.5,49.5
0,2,49.502,49.502
0,5,49.504,49.504
5,2,49.506,49.506
1,4,49.508,49.508
2,3,49.51,49.51
2,2,49.512,49.512
1,2,49.514,49.514
0,4,49.516,49.516
3,3,49.518,49.518
1,1,49.52,49.52
0,4,49.522,49.522
3,2,49.524,49.524
1,5,49.526,49.526
1,5,49.528,49.528
2,2,49.53,49.53
3,3,49.532,49.532
1,2,49.534,49.534
0,2,49.536,49.536
0,3,49.538,49.538
1,1,49.54,49.54
0,4,49.542,49.542
4,0,49.544,49.544
2,2,49.546,49.546
1,1,49.548,49.548
1,0,49.55,49.55
2,2,49.552,49.552
1,5,49.554,49.554
1,3,49.556,49.556
2,2,49.558,49.558
1,2,49.56,49.56
1,1,49.562,49.562
4,1,49.564,49.564
2,5,49.566,49.566
1,4,49.568,49.568
2,2,49.57,49.57
0,4,49.572,49.572
1,2,49.574,49.574
0,5,49.576,49.576
1,5,49.578,49.578
1,3,49.58,49.58
1,0,49.582,49.582
2,1,49.584,49.584
1,0,49.586,49.586
0,1,49.588,49.588
0,0,49.59,49.59
2,4,49.592,49.592
2,3,49.594,49.594
2,5,49.596,49.596
3,2,49.598,49.598
2,2,49.6,49.6
0,2,49.602,49.602
1,4,49.604,49.604
2,2,49.606,49.606
1,0,49.608,49.608
2,3,49.61,49.61
2,3,49.612,49.612
0,2,49.614,49.614
0,3,49.616,49.616
2,7,49.618,49.618
4,6,49.62,49.62
2,6,49.622,49.622
0,1,49.624,49.624
4,0,49.626,49.626
3,5,49.628,49.628
0,2,49.63,49.63
0,7,49.632,49.632
0,11,49.634,49.634
0,8,49.636,49.636
3,5,49.638,49.638
1,4,49.64,49.64
0,5,49.642,49.642
0,6,49.644,49.644
0,3,49.646,49.646
0,3,49.648,49.648
3,4,49.65,49.65
1,6,49.652,49.652
2,6,49.654,49.654
1,7,49.656,49.656
2,3,49.658,49.658
2,5,49.66,49.66
0,5,49.662,49.662
1,4,49.664,49.664
0,2,49.666,49.666
1,4,49.668,49.668
1,4,49.67,49.67
0,9,49.672,49.672
0,0,49.674,49.674
0,9,49.676,49.676
0,5,49.678,49.678
0,3,49.68,49.68
1,8,49.682,49.682
2,3,49.684,49.684
2,6,49.686,49.686
4,3,49.688,49.688
0,5,49.69,49.69
1,6,49.692,49.692
2,5,49.694,49.694
3,9,49.696,49.696
1,4,49.698,49.698
0,5,49.7,49.7
0,4,49.702,49.702
1,5,49.704,49.704
0,4,49.706,49.706
1,1,49.708,49.708
1,3,49.71,49.71
4,5,49.712,49.712
0,4,49.714,49.714
0,1,49.716,49.716
2,7,49.718,49.718
3,3,49.72,49.72
1,2,49.722,49.722
1,2,49.724,49.724
2,4,49.726,49.726
1,3,49.728,49.728
2,3,49.73,49.73
2,1,49.732,49.732
1,6,49.734,49.734
4,4,49.736,49.736
0,3,49.738,49.738
0,5,49.74,49.74
2,4,49.742,49.742
1,2,49.744,49.744
1,4,49.746,49.746
3,3,49.748,49.748
0,4,49.75,49.75
1,3,49.752,49.752
0,1,49.754,49.754
1,4,49.756,49.756
1,1,49.758,49.758
0,1,49.76,49.76
2,2,49.762,49.762
0,4,49.764,49.764
2,3,49.766,49.766
2,1,49.768,49.768
1,3,49.77,49.77
2,2,49.772,49.772
0,1,49.774,49.774
0,3,49.776,49.776
1,3,49.778,49.778
0,1,49.78,49.78
0,1,49.782,49.782
2,0,49.784,49.784
2,4,49.786,49.786
3,1,49.788,49.788
0,1,49.79,49.79
2,0,49.792,49.792
0,3,49.794,49.794
1,2,49.796,49.796
2,2,49.798,49.798
0,5,49.8,49.8
3,0,49.802,49.802
2,1,49.804,49.804
1,1,49.806,49.806
0,0,49.808,49.808
1,2,49.81,49.81
1,1,49.812,49.812
0,2,49.814,49.814
0,1,49.816,49.816
1,1,49.818,49.818
1,1,49.82,49.82
0,3,49.822,49.822
1,1,49.824,49.824
4,2,49.826,49.826
3,3,49.828,49.828
1,5,49.83,49.83
2,5,49.832,49.832
1,0,49.834,49.834
2,1,49.836,49.836
4,2,49.838,49.838
0,1,49.84,49.84
0,4,49.842,49.842
3,2,49.844,49.844
0,2,49.846,49.846
0,5,49.848,49.848
0,3,49.85,49.85
2,4,49.852,49.852
6,3,49.854,49.854
1,4,49.856,49.856
0,4,49.858,49.858
1,2,49.86,49.86
0,5,49.862,49.862
4,2,49.864,49.864
5,4,49.866,49.866
1,1,49.868,49.868
1,3,49.87,49.87
0,1,49.872,49.872
1,5,49.874,49.874
2,1,49.876,49.876
0,2,49.878,49.878
0,6,49.88,49.88
3,2,49.882,49.882
2,6,49.884,49.884
1,5,49.886,49.886
1,7,49.888,49.888
1,6,49.89,49.89
0,3,49.892,49.892
1,5,49.894,49.894
0,7,49.896,49.896
1,6,49.898,49.898
1,5,49.9,49.9
1,4,49.902,49.902
